,user_id,connection_start_datetime,connection_end_datetime,active_hour_int,date_str,day_date,year_num,month_num,week_of_year_num,day_num,day_of_week,day_of_week_name
206,129779,2017-10-28 09:09,2017-10-28 09:18,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
207,129904,2017-10-28 07:41,2017-10-28 07:50,7,20171028,2017-10-28,2017,10,43,28,6,Saturday
208,130542,2017-10-28 07:14,2017-10-28 07:19,7,20171028,2017-10-28,2017,10,43,28,6,Saturday
209,131241,2017-10-28 17:37,2017-10-28 17:40,17,20171028,2017-10-28,2017,10,43,28,6,Saturday
210,131660,2017-10-28 18:38,2017-10-28 18:43,18,20171028,2017-10-28,2017,10,43,28,6,Saturday
211,132038,2017-10-28 10:11,2017-10-28 10:40,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
212,132117,2017-10-28 21:25,2017-10-28 21:30,21,20171028,2017-10-28,2017,10,43,28,6,Saturday
213,132908,2017-10-28 13:49,2017-10-28 14:11,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
214,132908,2017-10-28 13:49,2017-10-28 14:11,14,20171028,2017-10-28,2017,10,43,28,6,Saturday
215,133340,2017-10-28 08:15,2017-10-28 08:21,8,20171028,2017-10-28,2017,10,43,28,6,Saturday
216,134647,2017-10-28 11:44,2017-10-28 11:49,11,20171028,2017-10-28,2017,10,43,28,6,Saturday
217,134994,2017-10-28 11:36,2017-10-28 11:53,11,20171028,2017-10-28,2017,10,43,28,6,Saturday
218,135192,2017-10-28 16:51,2017-10-28 17:03,16,20171028,2017-10-28,2017,10,43,28,6,Saturday
219,135192,2017-10-28 16:51,2017-10-28 17:03,17,20171028,2017-10-28,2017,10,43,28,6,Saturday
220,135503,2017-10-28 13:14,2017-10-28 13:54,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
221,135673,2017-10-28 18:13,2017-10-28 18:22,18,20171028,2017-10-28,2017,10,43,28,6,Saturday
222,136925,2017-10-28 13:31,2017-10-28 13:42,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
223,139206,2017-10-28 13:40,2017-10-28 13:45,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
224,139899,2017-10-28 10:20,2017-10-28 10:31,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
225,140791,2017-10-28 11:51,2017-10-28 11:56,11,20171028,2017-10-28,2017,10,43,28,6,Saturday
226,141167,2017-10-28 07:28,2017-10-28 07:29,7,20171028,2017-10-28,2017,10,43,28,6,Saturday
227,141525,2017-10-28 10:00,2017-10-28 10:50,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
228,142477,2017-10-28 15:15,2017-10-28 15:24,15,20171028,2017-10-28,2017,10,43,28,6,Saturday
229,143088,2017-10-28 08:03,2017-10-28 08:46,8,20171028,2017-10-28,2017,10,43,28,6,Saturday
230,143103,2017-10-28 13:39,2017-10-28 13:41,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
231,143429,2017-10-28 12:59,2017-10-28 13:06,12,20171028,2017-10-28,2017,10,43,28,6,Saturday
232,143429,2017-10-28 12:59,2017-10-28 13:06,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
233,143554,2017-10-28 14:23,2017-10-28 14:29,14,20171028,2017-10-28,2017,10,43,28,6,Saturday
234,145434,2017-10-28 21:44,2017-10-28 21:55,21,20171028,2017-10-28,2017,10,43,28,6,Saturday
235,145948,2017-10-28 18:19,2017-10-28 18:29,18,20171028,2017-10-28,2017,10,43,28,6,Saturday
236,146285,2017-10-28 07:55,2017-10-28 08:00,7,20171028,2017-10-28,2017,10,43,28,6,Saturday
237,146285,2017-10-28 07:55,2017-10-28 08:00,8,20171028,2017-10-28,2017,10,43,28,6,Saturday
238,146702,2017-10-28 09:21,2017-10-28 09:33,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
